"HPID","MPID","MPterm","HPterm"
"HP:0010286","MP:0003791","abnormal minor salivary gland morphology","Abnormal salivary gland morphology"
"HP:0010286","MP:0003792","abnormal major salivary gland morphology","Abnormal salivary gland morphology"
"HP:0010286","MP:0013535","abnormal minor salivary gland physiology","Abnormal salivary gland morphology"
"HP:0010438","MP:0010592","abnormal atrioventricular septum morphology","Abnormal ventricular septum morphology"
"HP:0010489","MP:0004146","absent M line","Absent palmar crease"
"HP:0010663","MP:0000832","abnormal thalamus morphology","Abnormality of thalamus morphology"
"HP:0010700","MP:0010263","total cataract","obsolete Total cataract"
"HP:0010728","MP:0009773","absent retina","Aplasia of the retina"
"HP:0010743","MP:0004635","short metatarsal bones","Short metatarsal"
"HP:0010931","MP:0011977","abnormal sodium ion homeostasis","Abnormal blood sodium concentration"
"HP:0011001","MP:0013617","increased areal bone mineral density","Increased bone mineral density"
"HP:0011014","MP:0005438","abnormal glycogen homeostasis","Abnormal glucose homeostasis"
"HP:0011014","MP:0004018","abnormal galactose homeostasis","Abnormal glucose homeostasis"
"HP:0011042","MP:0011978","abnormal potassium ion homeostasis","Abnormal blood potassium concentration"
"HP:0011111","MP:0002723","abnormal immune serum protein physiology","Abnormality of immune serum protein physiology"
"HP:0011115","MP:0008722","abnormal chemokine secretion","Abnormality of chemokine secretion"
"HP:0011116","MP:0008555","abnormal interferon secretion","Abnormality of interferon secretion"
"HP:0011117","MP:0008568","abnormal interleukin secretion","Abnormality of interleukin secretion"
"HP:0011118","MP:0008556","abnormal tumor necrosis factor secretion","Abnormality of tumor necrosis factor secretion"
"HP:0011121","MP:0030528","abnormal neck skin morphology","Abnormality of skin morphology"
"HP:0011121","MP:0030529","abnormal head skin morphology","Abnormality of skin morphology"
"HP:0011133","MP:0004227","increased cellular sensitivity to ionizing radiation","Increased sensitivity to ionizing radiation"
"HP:0011136","MP:0006367","absent sweat gland","Aplasia of the sweat glands"
"HP:0011338","MP:0000452","abnormal mouth morphology","Abnormality of mouth shape"
"HP:0011381","MP:0000036","absent semicircular canals","Aplasia of the semicircular canal"
"HP:0011481","MP:0008969","abnormal nasolacrimal duct morphology","Abnormal lacrimal duct morphology"
"HP:0011482","MP:0001348","abnormal lacrimal gland physiology","Abnormal lacrimal gland morphology"
"HP:0011482","MP:0013469","abnormal lacrimal gland bud morphology","Abnormal lacrimal gland morphology"
"HP:0011615","MP:0010911","abnormal pulmonary acinus morphology","Abnormal pulmonary situs morphology"
"HP:0011615","MP:0000486","abnormal pulmonary trunk morphology","Abnormal pulmonary situs morphology"
"HP:0011642","MP:0010453","abnormal coronary vein morphology","Abnormal coronary sinus morphology"
"HP:0011642","MP:0010491","abnormal coronary sinus valve morphology","Abnormal coronary sinus morphology"
"HP:0011695","MP:0006052","cerebellum hemorrhage","Cerebellar hemorrhage"
"HP:0011721","MP:0010444","total anomalous pulmonary venous connection, infracardiac","Infracardiac total anomalous pulmonary venous connection"
"HP:0011731","MP:0014160","abnormal circulating cortisol level","Abnormality of circulating cortisol level"
"HP:0011801","MP:0009531","increased parotid gland size","Enlargement of parotid gland"
"HP:0011862","MP:0011643","abnormal tendon collagen fibril morphology","Abnormal bone collagen fibril morphology"
"HP:0011862","MP:0011640","abnormal aorta collagen fibril morphology","Abnormal bone collagen fibril morphology"
"HP:0011863","MP:0008277","abnormal sternum ossification","Abnormal sternal ossification"
"HP:0011875","MP:0003755","abnormal palate morphology","Abnormal platelet morphology"
"HP:0011875","MP:0005353","abnormal patella morphology","Abnormal platelet morphology"
"HP:0011992","MP:0005065","abnormal neutrophil morphology","Abnormality of neutrophil morphology"
"HP:0012084","MP:0009398","abnormal skeletal muscle fiber size","Abnormality of skeletal muscle fiber size"
"HP:0012099","MP:0011479","abnormal catecholamine level","Abnormality of circulating catecholamine level"
"HP:0012100","MP:0010089","abnormal circulating creatine kinase level","Abnormal circulating creatinine concentration"
"HP:0012100","MP:0010063","abnormal circulating creatine level","Abnormal circulating creatinine concentration"
"HP:0012143","MP:0020397","abnormal megakaryocyte physiology","Abnormal megakaryocyte morphology"
"HP:0012210","MP:0011381","abnormal kidney lobe morphology","Abnormal renal morphology"
"HP:0012210","MP:0011323","abnormal renal vein morphology","Abnormal renal morphology"
"HP:0012212","MP:0013284","abnormal renal glomerular filtration","Abnormal glomerular filtration rate"
"HP:0012227","MP:0003592","urethra stricture","Urethral stricture"
"HP:0012232","MP:0011954","shortened PQ interval","Shortened QT interval"
"HP:0012243","MP:0001145","abnormal male reproductive system morphology","Abnormal reproductive system morphology"
"HP:0012248","MP:0010506","prolonged RR interval","Prolonged PR interval"
"HP:0012248","MP:0011953","prolonged PQ interval","Prolonged PR interval"
"HP:0012248","MP:0011938","prolonged PP interval","Prolonged PR interval"
"HP:0012252","MP:0002133","abnormal respiratory system physiology","Abnormal respiratory system morphology"
"HP:0012253","MP:0014200","abnormal respiratory epithelium physiology","Abnormal respiratory epithelium morphology"
"HP:0012261","MP:0008933","abnormal motile primary cilium physiology","Abnormal respiratory motile cilium physiology"
"HP:0012337","MP:0001765","abnormal ion homeostasis","Abnormal homeostasis"
"HP:0012337","MP:0003948","abnormal gas homeostasis","Abnormal homeostasis"
"HP:0012433","MP:0020437","abnormal social play behavior","Abnormal social behavior"
"HP:0012465","MP:0008743","decreased liver iron level","Elevated hepatic iron concentration"
"HP:0012490","MP:0020386","adipose tissue inflammation","Panniculitis"
"HP:0012547","MP:0003492","abnormal involuntary movement","Abnormal involuntary eye movements"
"HP:0012639","MP:0000778","abnormal nervous system tract morphology","Abnormal nervous system morphology"
"HP:0012654","MP:0001905","abnormal dopamine level","Abnormal CSF dopamine concentration"
"HP:0012689","MP:0011729","abnormal pineal gland melatonin secretion","Abnormal pineal melatonin secretion"
"HP:0012693","MP:0020525","abnormal thalamus size","Abnormal thalamic size"
"HP:0012700","MP:0010155","abnormal intestine physiology","Abnormal large intestine physiology"
"HP:0012700","MP:0000489","abnormal large intestine morphology","Abnormal large intestine physiology"
"HP:0012727","MP:0010658","thoracic aorta aneurysm","Thoracic aortic aneurysm"
"HP:0012863","MP:0006361","abnormal female germ cell morphology","Abnormal male germ cell morphology"
"HP:0012863","MP:0020362","abnormal male germ cell physiology","Abnormal male germ cell morphology"
"HP:0012864","MP:0009230","abnormal sperm head morphology","Abnormal sperm morphology"
"HP:0012874","MP:0001919","abnormal reproductive system physiology","Abnormal male reproductive system physiology"
"HP:0025029","MP:0001046","abnormal enteric neuron morphology","Abnormality of enteric neuron morphology"
"HP:0025033","MP:0000462","abnormal digestive system morphology","Abnormality of digestive system morphology"
"HP:0025034","MP:0008801","abnormal erythroid progenitor cell morphology","Abnormal morphology of erythroid progenitor cell"
"HP:0025043","MP:0008466","enlarged mesenteric lymph nodes","Enlarged mesenteric lymph node"
"HP:0025072","MP:0012145","increased a-wave amplitude","Prominent U wave"
"HP:0025072","MP:0010631","increased Q wave amplitude","Prominent U wave"
"HP:0025072","MP:0012146","increased b-wave amplitude","Prominent U wave"
"HP:0025090","MP:0000511","abnormal intestinal mucosa morphology","Abnormal large intestinal mucosa morphology"
"HP:0025132","MP:0005183","abnormal circulating estradiol level","Abnormal circulating estrogen level"
"HP:0025132","MP:0004152","abnormal circulating iron level","Abnormal circulating estrogen level"
"HP:0025163","MP:0009770","abnormal optic chiasm morphology","Abnormality of optic chiasm morphology"
"HP:0025201","MP:0010329","abnormal lipoprotein level","Abnormal circulating apolipoprotein concentration"
"HP:0025276","MP:0010680","abnormal skin adnexa physiology","Abnormality of skin adnexa physiology"
"HP:0025456","MP:0008469","abnormal protein level","Abnormal CSF protein level"
"HP:0025461","MP:0009840","abnormal foam cell morphology","Abnormal cell morphology"
"HP:0025461","MP:0000045","abnormal hair cell morphology","Abnormal cell morphology"
"HP:0025461","MP:0008990","abnormal Ito cell morphology","Abnormal cell morphology"
"HP:0025495","MP:0010541","aorta hypoplasia","Descending aorta hypoplasia"
"HP:0025576","MP:0010490","abnormal inferior vena cava valve morphology","Abnormal inferior vena cava morphology"
"HP:0025576","MP:0020485","abnormal inferior vena cava topology","Abnormal inferior vena cava morphology"
"HP:0025579","MP:0003105","abnormal heart atrium morphology","Abnormal left atrium morphology"
"HP:0030001","MP:0006248","lagophthalmos","Lagopthalmos"
"HP:0030012","MP:0001119","abnormal female reproductive system morphology","Abnormal female reproductive system physiology"
"HP:0030191","MP:0002206","abnormal CNS synaptic transmission","Abnormal peripheral nervous system synaptic transmission"
"HP:0030321","MP:0014001","abnormal vertebral artery topology","Abnormal vertebral artery morphology"
"HP:0030335","MP:0012773","abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell number","Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count"
"HP:0030335","MP:0013428","abnormal memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number","Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count"
"HP:0030339","MP:0004732","decreased circulating gastrin level","Decreased circulating gonadotropin concentration"
"HP:0030680","MP:0002127","abnormal cardiovascular system morphology","Abnormality of cardiovascular system morphology"
"HP:0030681","MP:0002189","abnormal myocardial trabeculae morphology","Abnormal morphology of myocardial trabeculae"
"HP:0030743","MP:0012539","Bergmeister's papilla","Glial remnants anterior to the optic disc"
"HP:0030760","MP:0006186","retina fibrosis","Renal fibrosis"
"HP:0030886","MP:0009258","abnormal thymocyte apoptosis","Abnormal lymphocyte apoptosis"
"HP:0030887","MP:0009541","increased thymocyte apoptosis","Increased lymphocyte apoptosis"
"HP:0030896","MP:0006001","abnormal intestinal transit time","Abnormal gastrointestinal transit time"
"HP:0030935","MP:0008802","abnormal intestinal smooth muscle morphology","Abnormality of intestinal smooth muscle morphology"
"HP:0030992","MP:0005215","abnormal pancreatic islet morphology","Abnormal pancreatic duct morphology"
"HP:0030992","MP:0009143","abnormal pancreatic duct morphology","Abnormal pancreatic duct morphology"
"HP:0030999","MP:0009259","abnormal vestibular saccule duct morphology","Abnormal vestibular saccule morphology"
"HP:0031000","MP:0004331","vestibular saccular macula degeneration","Vestibular saccular degeneration"
"HP:0031014","MP:0010486","absent right subclavian artery","Arteria lusoria"
"HP:0031071","MP:0013560","abnormal endocrine gland morphology","Abnormal endocrine morphology"
"HP:0031072","MP:0013561","abnormal endocrine gland physiology","Abnormal endocrine physiology"
"HP:0031176","MP:0004655","absent thoracic vertebrae","Absent thoracic vertebra"
"HP:0031186","MP:0005345","abnormal circulating corticosterone level","Abnormal circulating deoxycorticosterone level"
"HP:0031209","MP:0011578","increased lipoprotein lipase activity","Decreased circulating lipoprotein lipase concentration"
"HP:0031216","MP:0005186","increased circulating progesterone level","Increased circulating progesterone"
"HP:0031251","MP:0010488","abnormal left subclavian artery morphology","Abnormal subclavian artery morphology"
"HP:0031251","MP:0010487","abnormal right subclavian artery morphology","Abnormal subclavian artery morphology"
"HP:0031264","MP:0011499","abnormal glomerular capsule space morphology","Abnormal Bowman capsule morphology"
"HP:0031278","MP:0004624","abnormal thoracic cage morphology","Abnormal thoracic duct morphology"
"HP:0031278","MP:0004733","abnormal thoracic cavity morphology","Abnormal thoracic duct morphology"
"HP:0031294","MP:0010648","right atrium hypoplasia","Hypoplastic right atrium"
"HP:0031300","MP:0003349","abnormal circulating renin level","Abnormal circulating properdin level"
"HP:0031300","MP:0005416","abnormal circulating protein level","Abnormal circulating properdin level"
"HP:0031316","MP:0010499","abnormal ventricle myocardium morphology","Abnormal ventricular myocardium morphology"
"HP:0031329","MP:0005608","cardiac interstitial fibrosis","Interstitial cardiac fibrosis"
"HP:0031331","MP:0008788","abnormal fetal cardiomyocyte morphology","Abnormal cardiomyocyte morphology"
"HP:0031441","MP:0010621","abnormal tricuspid valve anulus morphology","Abnormal tricuspid valve annulus morphology"
"HP:0031478","MP:0010613","abnormal mitral valve anulus morphology","Abnormal mitral valve annulus morphology"
"HP:0031505","MP:0013722","abnormal circulating tyrosine level","Abnormal circulating T4 level"
"HP:0031505","MP:0013255","abnormal circulating thrombin level","Abnormal circulating T4 level"
"HP:0031506","MP:0013723","increased circulating tyrosine level","Increased circulating T4 level"
"HP:0031506","MP:0013256","increased circulating thrombin level","Increased circulating T4 level"
"HP:0031507","MP:0013257","decreased circulating thrombin level","Decreased circulating T4 level"
"HP:0031507","MP:0013724","decreased circulating tyrosine level","Decreased circulating T4 level"
"HP:0031515","MP:0004046","abnormal mitosis","Abnormal meiosis"
"HP:0031515","MP:0001930","abnormal meiosis","Abnormal meiosis"
"HP:0031528","MP:0006187","retina deposits","Subretinal deposits"
"HP:0031547","MP:0011918","abnormal PQ interval","Abnormal QT interval"
"HP:0031560","MP:0011657","coronary-cameral fistula","Coronary cameral fistula"
"HP:0031561","MP:0011684","coronary-cameral fistula to right ventricle","Coronary cameral fistula to right ventricle"
"HP:0031566","MP:0010606","abnormal pulmonary valve anulus morphology","Abnormal pulmonary valve cusp morphology"
